,comment
7119,Литвин  я люблю тебя. выходи за меня)))
7120,"В третьей части нужен Кореш из Хазяевов, кто согласен ?"
7121,Дароу литвин
7122,Думаю Настюшка апасная завинит вообще весь проект и финал))
7123,"Ивлеева торчушка, толер высокий вот и продержалась дольше всех. Читы!!! Так не честно !!!"
7124,можно не смотреть парадевич выйграл
7125,Настя чисто косяк затягивает чтоб не отпускало
7126,"Парадеевич не выйграл, поэтому не интересный выпуск.(шутка)"
7127,"Настёна в 30:42 переложила стакан с правой ручьки на левую, если это по правил то ладно"
7128,"Илюха каждую свободную минуту:
Сиииииии😂"
7129,"Настя просто сделала выпуск, дула из удочки 😂😂😂😂"
7130,"Скажите пожалуйста, как называется мелодия на 11:48"
7131,Го 3-тур-Просто кайфффффффффффффффффффффффффффф
7132,Контент огонь!!! Мишаня пусть всё у тебя будет хорошо.В целом всё залетела.Удачи вам ребята.Быть добру!!!
7133,Настюха сделала мой день)))) до слёз
7134,чеел у тебя превьюха не правильно подписанна
7135,Пж скажите что сказал литвин про адель что она хотела уйти пожалуйста
7136,Я один жду когда в следующем видео появится паша техник
7137,"Мишка красавчик, затронул немного даже про своего очень близкого друга Саида. В этот момент у меня сердце разрывало  😣"
7138,Ебать Адель лапти какие натянула🤣🤣🤣
7139,Красава Миш👍👍👍
7140,Кроме Миши ни кого не знаю из них  кто они такие?
7141,"Арпинуля май лайф , классная!!!!"
7142,Бустера давай !!!!!!!!
7143,"То чего все ждали, Миша респект 👍"
7144,"Что за песню пел Литвин, очень хочу найти, хелп, пжпжпж"
7145,"еще не досмотрел, но кажись парадеевич выйграл"
7146,🤣🤣🤣🤣
7147,"пашу техника, плохого парня, кореша го будет круто"
7148,Нужно репера честного пригласить он бы 1место как нех занял бы😂😂😂😂😂😂 по жизни на кайфах он или скриптонита
7149,Настя разъёб. Давно так не ржал
7150,Надо бустера позвать)))
7151,"А как будто Насте вводили очень медленно или забыли, потому что зависит же как быстро вводят лекарство, но как Настя продержалась ХЗ, очень сильно и долго, там Макс. 10 мин и все"
7152,"Настюха самая крутая 
Я  бы с ней бухнул. Respect"
7153,плохого парня го
7154,29:08 😭реву от смеха
7155,"Просто разнесло, красавцы!"
7156,У Мишы стакан в руке остался он выйграл бы
7157,я тебя люблю ты мой самый лучший ютубер
7158,"Настя сделала это видео 🤙🤙🤙🤙❤️❤️❤️❤️ лайк смело, Миша давай газуй дальше в том же ритме 👍"
7159,минута 32:55 она разлела воду и еще минута 33:08 тоже разлела воду
7160,Мужик в перчатках похож на Майка Шиноду
7161,"Мне кажется, специально Насте дали малую дозу, чтобы она прошла в финал и пришла ещё раз, так как она в два раза популярнее, чем Эксайл и Парадеевич вместе взятые."
7162,в этом ролике очень хорошо видно как Каролина хочет эти 500т прикольно на нее смотреть
7163,Не фига евлеева опухшая
7164,"Не смотрел, но парадеич победил"
7165,По моему это кто дольше продержит стакан потому что я думаю Илюха мог дольше не спать
7166,Настюша молодец ))
7167,илья в соло
7168,в  3 части обязательно нужен саня фрейм тамер
7169,хотим ролики с     _ БУСТЕРОМ _
7170,"Литвин, я люблю тебя, 😍😘😂😂"
7171,Масленикова надо было позвать
7172,"Мы за ЗОЖ,но сидим на седации)😂"
7173,Даже смотреть не хочю парадевич сразу выграл
7174,"Девка литвина могла бы помолчать! И не говорить дома поговорим! Литвин неадекват был. Она как 15-ти летняя писюха, херню сморозила. Так это бесануло!"
7175,Постанова
7176,Это не хухры мухры 😂
7177,"Низкий старт ребят, и в отрыв мляяяя"
7178,😂😂
7179,"Смотрел только ивлееву, остальных ноунэймов не интересно"
7180,"литвин я люблю тебя, выходи за меня"
7181,Давидыча позови
7182,"Я не понял, Литвин все-таки реально вместе с брюнетой той?"
7183,Не стоматология а анастезия
7184,уооо
7185,"Литвин в начале 82, а 2 раз 81 круто"
7186,"Литвин я Люблю Тебя ♥️♥️♥️
Литвин выходи за меня."
7187,47:59
7188,Господи Настюша лучшая😁❤️
7189,"Анастасия читерила, вообще не заметно
Хахах"
7190,По братски можно выпуск с БУСТЕРОМ!!!!!!! ПЖ
7191,https://youtu.be/4ZRRog2MW60
7192,Давай Бустера в следующем выпуске 🔥
7193,А настюх молодец умеет время тянуть
7194,"Интересно кто будет следующий, после Илюхи exile этот счастливчик)"
7195,"Ахах, литвин сане выкинул стакан"
7196,Угадай кто в видосе (на заставке все участники 😂)
7197,Дохера начинаете выпрашивать не очень красиво ну а в общем и целом кайфово
7198,ЛИТВИЯ Я ЛЮБЛЮ ТЕБЯ
7199,КТО ОТ ПОЛИ СТАВЬТЕ ЛАЙК
7200,Я от рыбалки Ивлеевой чуть не помер со смеху 😂
7201,"ЛИТВИН Я ЛЮЛЮ ТЕБЯ
Участник Exiled, Мия бойка, бустер, и субо"
7202,Зовите Егора Крида!!!!
7203,Зовите  Егора Крида!!!
7204,видос бомбический настроение просто высшее литвин кроссавчик
7205,Участники не интересные
7206,💪
7207,Можно Егора Крида
7208,Чисто из сказанного Насти я поставил лайк респект вам ребята 👍👍👍
7209,"Следующий раз позовите Егора Крида, пожалуйста"
7210,"Следующий раз позовите Егора Крида, пожалуйста"
7211,я люблю тебя
7212,"так летвин уснул но не уронил стакан а правила в том что если урониш стакан то стоп, а он просто уснул со стаканом в руке.... что за бред блять"
7213,"😂😂😂😂😂😂😂😂
Это лучшее что я видела на ютубе 😂😂😂😂"
7214,"Шикарный выпуск, Илюха топчик. Жду бустера"
7215,"Бляяя я с рыбалки чуть не помер , это просто жесть Настюха)"
7216,Настя просто пушка!
7217,Лайк благодаря Насти👍🏻
7218,+1 коммент
7219,Это просто ахуеть как смешно
7220,давай гордея или моргена
7221,"Название ролика ""Кто последний уснёт"" Илюха вообще не засыпал, нужно как то правило менять"
7222,таким был бы литвин пьяный
7223,"литвин я люблю тебя, зуба"
7224,ТОП!!!!!!!!!
7225,Мне кажется не честно что он всё время играет
7226,"Литвин Михаил, люблю тебя 😍🤩😂
Настюшка опасность ⚠️🔞
В следующем выпуске, Дима Масленников будет 💯"
7227,Меньше бы мата а так норм
7228,"Хорош Миханя, хуй в прокуратуре в тему🤣🤣🤣🤙🤙🤙"
7229,Люблю❤️
7230,Санька фрейм тамер вынес бы всех
7231,А что он сказал по английски своей девушке кто подскажет?
7232,Позови Jony Михаил
7233,"Привет Миш! Ты красава, ты честный чел, оставайся таким же. Мне нравится твое отношение к жизни, к подписчикам. Объясняю почему: оставайся таким же искренним, потому что ты единственный кто остаётся таким из тех кого я смотрю,  какой он есть.  Это искренние пожелания!!"
7234,позовите Mellstroy - Андрей. надо лайк чтоб заметили
7235,"Так необычно слышать,что человек никогда не пил алкоголь. Я думала,что все хоть раз в жизни пробовали пиво и тд"
7236,плохого парня к литвину
7237,чисто ливтвин обошёл систему. и сделал наркоту легальной )
7238,Я люблю тебя 💜
7239,братец я наконец то посмотрел ролик до конца и скажу вот что не знаю смотришь ли ты комменты тем более мои но вот что скажу ты ахуеный чел вся твоя команда ахуеная  которая была в этом выпуске и в прошлом тоже ахрененая мне честно понравилось спасибо что делаешь все чтоб было приятно смотреть твои ролики ощущать эти эмоции  на одном дыхании так сказать вы классные ребя желаю вам здоровья позитивчика жду финал.
7240,"Миша, звони славу Бустера"
7241,Чисто Настя вывезла выпуск 👍🙌
7242,"кому не нравится Ивлеева
👇
👇"
7243,Бля рыбалка Топ)в жизни такая же хуйня)))
7244,Бля он мой любимий блогер ти топ
7245,Я ещё не смотрел но Саня выйграл
7246,"Миш, позови Булкина посмотрим как будет засыпать"
7247,"Я задам вопрос, что если человеку захочеться в туалет во время сидации?"
7248,Каролина на девушку Миши так смотрит странно) Сразу видно что она ей не нравится
7249,Мне кажется Илья при рождении сразу произнес своё первое слово. Siiuuuu!
7250,"Миша красава, кто из Казахов услышал слово Кудай Сактасын Сказала Настя, когда Миша сел и шла 2.59 минут ??😅"
7251,ииууу Миша сделай да про теслы быструю видос ты обещнулся тогда
7252,🚀🚀🚀
7253,"Илюхе похуй, он в кс полетел"
7254,"Прикольно смотреть как вы жируете, а люди лайки страдают, зубы гнилые жуют, смотреть интирестно, думать стремно"
7255,"Литвин я люблю тебя, выходи за меня"
7256,"Еслы бы вы ивлееву по кругу пустили, когда она уснула, то был бы топ межпространственный контент, когда еще у вас такая возможность будет.."
7257,"Литвин я смотрю твои ролики до битва за хайп, я твой подписчик, и я хотел увидела на это или на другом ролике появился Мелстрой🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥"
7258,"ЛИТВИН Я ЛЮБЛЮ ТЕБЯ, ВЫХОДИ ЗА МЕНЯ !"
7259,Бустера в 3 часть!!В топ выводим
7260,Зови на это ролик Мелстроя🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
7261,"в следующем этапе ждем, Бустера, Масленикова, Габара, Блуда"
7262,Литвин топчик
7263,Топ видос
7264,"Литвин зачем руку у первого участника трогал,он бы держал стакан ещё"
7265,Егорку Крида с Бустером
7266,Не согласен то что клава выйграла в 1 раз
7267,"Мишаня спасибо за классный контент, ролик очень классный получился!"
7268,"Каролина лишняя мне кажется, она как с сыном"
7269,А вот за хазеев респект
7270,"ЛЁШУ ЛЁШУ ЛЁШУ  КОРЕША НУЖНО ЭТО РОЗЁБ БУДЕТ
БУДЕТ"
7271,"ЛЁШУ ЛЁШУ ЛЁШУ  КОРЕША НУЖНО ЭТО РОЗЁБ БУДЕТ
БУДЕТ"
7272,"ЛЁШУ ЛЁШУ ЛЁШУ  КОРЕША НУЖНО ЭТО РОЗЁБ БУДЕТ
БУДЕТ"
7273,впервые паралеевич не выиграл в чем то
7274,Фраму полковника и ещё кого-то и кореша ахахахах или плохого поца
7275,Ивлева наверное подумала что это водный ))
7276,Когда будет у литвина 3 часть лягушонка?
7277,начало тут 42:26
7278,зачем литвин трогал руку парадеевича в конце
7279,Требую Эксайла на бис
7280,Жаль что парадеевич не выиграл
7281,Дипинса сюда
7282,Снова кореш победил
7283,"Лайк за хозяев, красавчик что пригласил, респект тебе хороший контент делаешь"
7284,Надо Крида и Бустера в следующий выпуск 🔥❤️👍
7285,Ставим лайки и продвигаем пост пусть Миша пригласит Бустера
7286,Бустера в шоув++++
7287,Как трек называется когда Настя про реп говорила
7288,Не смотря видео знаю что Саня выйграет.
7289,Мишаня зделай с субой хочу угарнуть😂
7290,Масленникова в эту тему . Он покажет себя
7291,"Что за трек был ,когда Настя была в кадре ????!!!!"
7292,Я уже жду 3 часть)
7293,Мишаня пригласи в следующую серию Гордея
7294,"лайк, кто в шоке , что Миша 82кг"
7295,настюха и рыбалка ЛУЧШАЯ 😂
7296,"Литвин я тебя люблю выходи за меня 










.






Не блогодорите"
7297,"ля спасибо большое за выпуск, реально кайфанул 😜 ЛИТВИН ЛУЧШИЙ"
7298,опять постанова...Ивлееву дозу понизили...ну не могла она продержаться 20 мин...жаль что честных роликов все меньше в ютубе
7299,Смотря ролик сам чуть раза 3 не уснул. Заразный контент 😂
7300,Жду бустера в видео
7301,Литвин я тебя люблю
7302,Литвин ты красавчик)
7303,"Мишань,привет,ну нужно усложнять финал,сделай стаканы по 0.5,и один из конкурсов это электрический браслет(3 разряда) после 5 мин)))Спасибо за контент и отдельное спасибо Настюшке,я давно так не угарал👍😁"
7304,А что но сказал я так и не понял
7305,Миша я люблю тебя Ивлеева
7306,"Лютый респект всем 
Обожаю вас✊✊✊"
7307,БУСТЕР! БУСТЕР! БУСТЕР! БУСТЕР! БУСТЕР! БУСТЕЕЕЕЕЕЕЕЕЕР!
7308,"49:37 а Адель шарит, реально покурил и 2 поймал)"
7309,"Ролик интересный, ХОЗЯЕВА затащили
Не понимаю присутсвие сисек в видио 
Каролина и Настя в нормальной одежде, а вот"
7310,Литвин давай бустера в кресло
7311,Пизда 22 года я думал 32
7312,"ЛИТВИН Я ЛЮБЛЮ, ВЫХОДИ ЗА МЕНЯ 2:20"
7313,"Литвин походу скоро будет отцом, посмотрите 38:00"
7314,"Миша лучший, лютый контент !!!"
7315,С др paradev1ch❤🎉
7316,"Позови на следующую седацию фитнес блогеров, будет круто"
7317,Литвин я люблю тебя! Выходи за меня!
7318,"Теперь понятно , как Настя любит расслабляться ахахахахах"
7319,Представьте здесь Пашу Техника😂😂😂
7320,приглоси диму масленикова
7321,"Я не смотрел, но Парадеевич победил"
7322,Да ты уже наркоман какой то считается 4 раза
7323,не смотрел но выиграл парадеевич
7324,"Литвин, хороший, позитивный а главное Смелый!"
7325,Пи$дец она уставшая🤣
7326,"Ивилеева , это дудка ,не это рыбка  , нужно дуть 😀"
7327,Эксайл  пушил мид
7328,"Уважаемый доктор анестезиолог, не позорьте нашу специальность таким дешманским шоу. Не бывает больших и малых наркозов. Бывает большая реанимация коллега."
7329,Миша сними с парадевичим кто дальше отдалиться от Москвы думаю это хорошее зрелище и для тебя и для нас зрителей
7330,ГДЕ КОРЕШ🤨
7331,Может попробовать снять контент с аяуаской?
7332,ТикТокеров бы)
7333,Межгалактический контент 🔥🔥🔥
7334,давайте вернёт ехила #exileвернись
7335,Бляяяя это разрыввв !!!!
7336,Что за песню пел Миша ?
7337,Иллюха гений. Siiiiii
7338,А прикиньте вместо удочки Настя подумала что это бонг
7339,Это Криштиану Роналду Suuuuuuuuuuuuuuuuuuuuuuuu
7340,"Да ну, они ж там могут разные дозы колоть, да и вообще при монтаже любое время придумывать"
7341,Илья тоже красавчик🤣🤣🤣
7342,Литвин я тебя люблю Иксайл
7343,У Лехи дома ссоры
7344,"Для правдивости надо куда-то на отдельный канал заливать полное видео в реальном времени с одной камеры, без монтажа. Чтоб люди видели реальное время."
7345,Литвин я люблю тебя
7346,Гости не должны знать время друг друга
7347,"у Илюхи прекрасная девушка, друзья и работа."
7348,Илюха сделал видос
7349,"Настюха ваще пушка смех до слез красавцы, Мишань продолжай снимать такой ахуеный контент 🤣💪"
7350,"я считаю, что выйграл Илюха."
7351,Пропофол вводят
7352,«Как сучка сыковал» хаха
7353,БУСТЕРА В РОЛИК
7354,Настя красотка 👸
7355,поржала с ильи и с сани ахахах
7356,"Выпуск бомба💣💥
Настюшка-Опасность дала жару🤣
Давай в следующий выпуск Масленникова, Бустера и Гордея.
Кто за - поднимите в топ 🔝"
7357,Настя уже так быстро плывёт))
7358,"Мишаня позови пожалуйста на 3 часть бустера, кореша и фрейм теймера, надеюсь увидешь, обнял)"
7359,Жена Илюхи пиздец как бабки хотела!!!!!
7360,Жена Илюхи пиздец как бабки хотела!!!!!
7361,на самом деле илья всю жизнь в таком состоянии...
7362,АААААААААА ПАРАДЕИЧ ПРОИГРАЛ
7363,"Бустера давайте!
Будет весело.
Поддержите лайком что-бы Миша увидел."
7364,54:50 Подскажите что за худи у парадеевича?
7365,Мне похуй но парадеевич опять выйграл
7366,как саня и каролина поддерживали илью((🥺🥺🥺
7367,Чуть не сдохла от смеха
7368,Настя топчик...........🌷🌷🌷👏👏👏💎💎💎😉
7369,"Опа,Настя-опасность удачи;)"
7370,"Ржака🤣❤️жду Диму Масленикова ❤️🤗
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️"
7371,"А что Миша сказал Адель что она так на него""дома поговорим""? Я просто в английском не шарю)"
7372,"Мишаня харош, спасибо большое ха контент ван лав"
7373,Настя🤣🤣🤣🤣🤣💣
7374,Парадеевич мог намного лучше себя проявить(
7375,Было прикольно )
7376,"Газуй дальше братан, мы все за тебя!!"
7377,Всё уснул Саня))
7378,"Газуй дальше братан, мы все за тебя!"
7379,Большем
7380,Саня красава 13 минут;)
7381,"ахуенный выпуск!! 
спасибо, ребят🫶🏽"
7382,"Миша я люблю тебя, дима гордей, все дальше хз"
7383,«Ты ещё с нами» хаха
7384,Кал какой то. Все такое фальшивое
7385,Настюха много курила шишек с Лехой ))) вот и протянула ))) ГуФа туда или того же Леху )) тогда будет конкуренция ))
7386,го го го го го го го
7387,«Вы все такие плюе» ха
7388,"Настя, за всех нас алкоголиков, доказала😂"
7389,«Можно чуть чуть» хахаха
7390,Тимати не забуть пригласить !!!эта дамма которая литвина слишком лезит  в кадр . И честно сказать колхоз
7391,«Заплекается» хаха
7392,8 минута поплыл))
7393,пригласи подписчиков в след 2 тура  финал звезды против челеди (пролайкайте кому зашла идея)
7394,Палчик знаеш куда невменоз норм сост.
7395,Зделайте в яме дам
7396,Зделайте в яме дам
7397,"МИХАИЛ ЛИТВИН, 22 ГОДА.

КОНТЕНТ ПУШКА.
НА КАНАЛЕ 2 НЕДЕЛИ.

УДАЧНОГО ПРОДВИЖЕНИЯ СВОЕГО КОНТЕНТА 🤝🤝🤝🤝"
7398,Дом
7399,“Наёбщик» хаха
7400,Зделайте в яме
7401,Пожалуйста
7402,"Хочу выразить респект Мише Литвину за работу и его проекты, пригласи в один из выпусков своих 4 подписчиков, это круто, поддержка и больший интерес у своей аудитории, не лукавя, если скажу, что также намекаю про себя, просто я понял, что кричу, рыдаю, когда пьяный, поэтому подумал, что не обязательно я, много других инетерсных ребят подписчиков"
7403,Литвин
7404,литвин я люблю тебя
7405,Я еду собак
7406,Зделайте в яме дам
7407,Настуха лучшая просто
7408,Такой зашквар
7409,Ннастюха топ
7410,виледь не смотрел но знаю что парадеевич победил
7411,"Миш,братик,возьми по братски в такой ролик! Чисто на чиле,на расслабоне ! Дай ""мировому уровню"" увидеть нормального пацана в такой ситуёвине) ЛАЙКНИТЕ ребзи пост чтобы Мишаня увидел ! Готов ...всегда готов!"
7412,"Да ладно,Мишаня ты уже в этом деле опытный;)"
7413,"Литвин я люблю тебя, Бустеренко"
7414,"Ивлеива нерпа, по не ней видно что фрекс нюхает"
7415,Перезалив
7416,"Очень смешной и интересный ролик 🤣 В следующей части хотелось бы увидеть тоже хоть одну девочку, может Арпине поучаствует 🤣🤣🤣🤣"
7417,1:02:15 это как? 2 раза он попал в корзину по 15 секунд и в итоге + минута 🤣🤣🤣🤣
7418,Ты лучший ютубер в мире обожай тебя смотреть
7419,Да ладно кэш хуйня для медийных личностей как Ивлеева:)
7420,Литвин я люблю тебя 🔥❤️🔥
7421,Саня-психолог;)
7422,"Пригласи Гуфа, он эту удочку скурит до конца🤣"
7423,Илюша кайф. Королина вообще малышечка такая.❤️🥰🥰
7424,Настя теперь одевает кофту и носит как Элджей:)
7425,Все хотят чтобы в этом поучаствовал Titan Buster!!!
7426,Ивлеева постарела конечно
7427,Интересный факт: я стараюсь снимать прикольные видео о Standoff 2  но меня никто не знает -_-
7428,Ждём финал;)
7429,Оо Ивлеева
7430,Страшно представить что предстоит
7431,18:19 на девушку литвина
7432,"Литвин,я люблю тебя,будет Илюха))"
7433,"Миша, будем ждать появления Лёхи кореша!!!"
7434,КОСТЮ ПЛОХОГО ПАРНЯ СЮДА
7435,"500 же не лям,пол ляма"
7436,Че за мелодия на 26:17?
7437,"«И апперкот,на нахуй,ааа» хаха"
7438,"Кого заебали эти видосы?
Один раз прикольно, ну 2 раза норм. Но бля не на постоянке же"
7439,Пздц
7440,"Я просто информацию чекнул, мало ли кто-то пушит"
7441,"Когда подписан на канал уже очень давно, но когда Настя попросила подписаться я был готов сделать это хоть 10раз"
7442,"Удачи тебе,спасибо за выпуски 🫶"
7443,"Прошу вырезайте моменты с Адель, невозможно слушать ее речь и голос"
7444,"Зови бустера ,выпуск лучший"
7445,за илюху эксайла лайк!
7446,Блять когда этот ролик снимался? У сани с состоянием пиздец происходит
7447,"Гоу в следующей части Кореша, Масленикова, Фремутумера"
7448,Что Миша сказал по англійському язику
7449,"Огромный респект всем,я прям недавно подписался на Литвина,скажу честно бро ты Крутой чувак,и окружение у тя Бомбовое,смотрел от а до я,Михаил брат просто делай что должен делать, остальное будь что будет 💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥😉"
7450,"Бустера надо в новый ролик ""Кто быстрее уснет?"", А Илюху в NaVi,  Спасибо летвин за отличный ролик"
7451,"Как не приятно разговаривает его девушка, если бы молчала, впечатление было бы гораздо лучше)"
7452,Литвин сука где мой комменты
7453,Ненавижу Хазяев
7454,литвин я люблю тебя
7455,классный ролик мишань! зови илюху и настю почаще)
7456,"Литвин Братишка ты мой спасибо за качественный, крутой контент я думаю в этом ролике будет бустер"
7457,Мишаня принимай от меня плюс 3 подписчика😎
7458,"Крутейший выпуск, жду следующий выпуск с сидацией, Литвин  ван лав"
7459,"Даже не смотря выпуск верю, что Парадеевич победит"
7460,"Литвин! Выбери кого нибудь из подписчиков, будет интересно. Для твоих подписчиков будет большая мотивация не уснуть."
7461,сильно
7462,Очень классная рубрика
7463,"Нахуй смотреть,ясно же что кореш выйграл. Ну никакого интереса ((()"
7464,"позови пашу техника, будет имба"
7465,"Литвина, после развода с криптофита в инстаграме, ты упал в глазах… диз"
7466,Siiii
7467,можно бустера в 3 части
7468,Красавчик ждём 3 части
7469,"Мне кажется, Настя лишняя.."
7470,"Миша красава за такой контент, а с Илюхи я так угарал! :)"
7471,литвин я люблю тебя на заставке была Настя Евле ева
7472,Топчик
7473,АГЕНТ ШОУ!!! УРА).
7474,"Когда Кореш, Плохойпоц?"
7475,"Игра на публику 
Переигрывают"
7476,Хаххаха парадеевич жоский
7477,Блуда позови пж
7478,зачем литвин руку двигал(
7479,26:02 как трек называется?
7480,Миша я люблю тебя
7481,"Еще не смотрел ролик,но знаю,что Парадеевич выиграл."
7482,Хахахааха
7483,Ждём полковника Бустеренко
7484,СЛАВА УКРАЇНІ
7485,Как называется песня которую поёт Миша?
7486,"ЛИТВИН Я ЛЮБЛЮ ТЕБЯ, ВЫХОДИ ЗА МЕНЯ"
7487,Очень выбисила девушка иксайла
7488,"Нужен суба, бустер и кто нибудь ещё"
7489,аахаахаха илюхе респект и насте и мише вы лучшие продолжайте в том же духе я вас люблю мы вас любим и парадеевичу отдельный респект
7490,Гоу бустера
7491,Парадеевич проиграл :(
7492,"Мишаня позови в 3тий тур масленикова, серегу(романович)
Мне кажется будет очень интересно, залайкайте чтоб миха увидеел"
7493,"Возьмите колобка который в Хардкоре бухал ,он вас всех пересидит"
7494,Илюха так не хотел покидать кайф
7495,Зови чаще Хазяев🔥
7496,"40:59 Илюха ебет воздух, не ну круто че"
7497,Позави диму масленикова
7498,ждем теперь бустерана следующем выпуске
7499,Бустер нужен срочно!!!!!!
7500,"Ролик ещё не начался , а я  уже знаю что парадеевич выиграл"
7501,Очень  сильно 🔥
7502,ждем бустера
7503,Зови Бустера
7504,Самое офигенно видео давно так не угарала РЫБАЛКА ТОП
7505,Самые скучные выпуски в стоматологии
7506,"Ещё не смотрел, но знаю, что парадеич выиграл"
7507,"Классный выпуск, но наигранно"
7508,Миша вытащи с армейки до талого на тебя работать буду
7509,кто знает название клиники???
7510,С девчонками всегда веселее
7511,"Выпуск  бомба 💣  Мишаня ты гений как Пабло Пикассо 🔥
Большое спасибо за эмоции ❤️"
7512,🔥🔥🔥🔥
7513,У Литвина девушка раздражает )))₽
7514,"Литвин не курит и не пьет, чисто по наркозу угарает)"
7515,"Илюха не делай ей предложения , она гонит ,"
7516,Литвин я люблю тебя😹❤
7517,Літвін я люблю тебе
7518,"стрматология используется для.. 
хорошее начало)"
7519,Жаль что выиграла Ивлеева за её маты и поведение как она себя показывала не стоит этого.... лучше бы вместо неё Романовича позвал бы
7520,"Миша, позови бустера и гордея"
7521,Настя такая стремная тут
7522,Я люблю тебя 😍 не могу б
7523,Жду Бустера в 3 части его не хватает
7524,"Сане респект! Вытер слюну за Илюхой, другие бы побрезгали..."
7525,просто афегенно!!
7526,По любому выиграет парадеевич
7527,Щина не лопнула…
7528,Еще не смотрел но парадейвич выйграл
7529,"Илюха всё видео ""Siuuuuu"""
7530,настюха топ
7531,"Только начал смотреть, но знаю что Пердеевич всегда выигрывает."
7532,"крутой ролик, миш!"
7533,Бустера сюда
7534,Девушка литвина чутка мешает
7535,И тут Парадеивич выйграл
7536,ОГО ПАРАДЕЕВИЧ ПРОИГРАЛ
7537,Я который не сплю 42 часа уже
7538,Даешь БУСТЕРА в 3й части!!!!!!!!!!!!!
7539,Настя пушка Алга Казахстан🤣💪😘😘😘
7540,Литвин я люблю тебя
7541,Всём Ру Ютубом ждем Диму Масленникова
7542,"Мишань собери 10 топовых блогеров и езжайте куда нибудь в амазонку на неделю,типа выживания"
7543,",🔥🔥🔥"
7544,Видос как всегда топ
7545,"хахахха Мишаня , ты уже чисто по приколу конкурс устраиваешь , на самом деле эта ширка тебе понравилась и ты хочешь ее снова и снова 🤣🤣"
7546,"Видео еще не смотрел, но знаю что кореш выиграл!"
7547,Кахтавый кент
7548,настя по факту сказала
7549,ХААХХАХАХХАХАХАХ ИЛЬЯ
7550,"смысл смотреть ролик, если знаешь, что парадеевич выиграет"
7551,Литвин ты топ обожаю тебя
7552,В следующем может Диму Масленникова?
7553,Зови парадеича и бустера
7554,Вас тоже бесит Адель? Жми лайк если да
7555,Ещё не смотрел но знаю что Парадеич выиграл
7556,"ЛИТВИН, Я ЛЮБЛЮ ТЕБЯ"
7557,"Ахуеный ролик, просто кайф 
Позови бустера, Крида, Масленикова 
Продолжай делать такой контент"
7558,"Который раз убеждаюсь, что отношения между Мишей и Адель просто пушка то как она его поддерживает это очень круто ❤️😍"
7559,"Можно не смотреть,парадевич выиграет😂"
7560,"3 часть, срочно!!!!"
7561,Миша бустера надо туда
7562,Что за песня 26:02
7563,"Скажите, что за песня была? Которую Миша в микрофон пел."
7564,Просто до слёз 😂😂🤣🤣🤣 это разрыв
7565,Илюха лучший
7566,Требуем полковника Бустеренко!!!111
7567,у Насти уже просто Толерантность ахах
7568,Ты большой молодец!
7569,я один сделал акцент на фигуру адель?
7570,+
7571,"Позовите в следующее видео Братишкина, думаю что будет интересно, кто за лайк 🤔"
7572,Там Литвин немного руку трогал и атвегал
7573,Иксайла жалко он бы выйграл
7574,БУСТЕРА сюда!
7575,надо ОГ БУДУ ЗВАТЬ
7576,го бустера
7577,Ура снова Клëвый ролик 👍👍👍👍👍👍👍👍
7578,"Давайте Адель на седацию, кто за - лайк
В топ чтоб Миша увидел"
7579,"Еще не посмотрел, а Парадевич победил"
7580,Мне напомнило фильм..Каматозники..)
7581,В этом вся суть женщин 😂 с одной темы на другую прыгать
7582,Увидимся этой зимой...
7583,Парадевич и тут первый
7584,"А зачем Литвин РУКУ САНИ ПАРАДЕВИЧА ТРОГАЛ В КОНЦЕ?
КОГДА ПАРАДЕВИЧ СИДЕЛ"
7585,Как всегда на высоте
7586,"Просидел бы минут 40 , Мишаня давай 👋🏻 гоу с подписчиками"
7587,"Нужен Бустер на 3-ю часть, там завоз контента будет не менее крутой"
7588,литвин топ
7589,Илья под конец вообще ебанулся
7590,Литвин я люблю тебя будет Субо 100%
7591,Субо
7592,Безделия ета игрушка дявола😈
7593,"Та зовите уже подписчиков по одному, чтобы тоже попробовали
Почему бы и нет"
7594,Макана позови
7595,літвін я люблю тебе❤
7596,Бустера и масленикова
7597,Гордея позови
7598,52:36 видно настоящий друг
7599,"позови пашу техника,я не представляю каким он будет под слабительным))"
7600,Позови бустера поставьте лайки чтоб Миша увидел!!!
7601,А что Миша своей девушке сказал неприятного? Не расслышала
7602,"Бустера пригласите, вообще разрыв бошки будет"
7603,Иксаил все видео:ssuuii
7604,Давай следующий ролик с Дмитрием Губерниевым)))
7605,"подписался, миш!"
7606,лайк
7607,ХАХАХАХАХАХАХ годный выпуск
7608,"Мне кажется что у Миши девушка обиделась что он чет сказал ей , 
И Мишаня растроился  он был под наркозом он невиноват надеюсь всё у них хорошо 
Палец вверх😎👍👍👍"
7609,Мурата нужно!!
7610,Вот это шоу я понимаю Настя бляя😂😂😂
7611,"Настя с Ильей прям вынесли выпуск😉
Видос зачетный прям💓"
7612,Миша контент как всегда
7613,литвин я люблю тебя
